Run,Assay Type,BioSample,Center Name,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,AvgSpotLen,Bases,DATASTORE provider,DATASTORE region,BioProject,GEO_Accession (exp),source_name,Tissue,sex,AGE,Library Name,Cell_type,Biomaterial_provider,BioSampleModel,Cell_Line,Diagnosis,disease_state,brain_region,disease,SAMPLE_TYPE,gender,BMI,donor_age,donor_sex,RACE,siRNA
SRR10177104,Bisulfite-Seq,SAMN12558897,HOSPITAL OF CHENGDU OFFICE OF PEOPLE'S GOVERNMENT OF TIBETAN AUTONOMOUS REGION,SRX6898507,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-12-23T00:00:00Z,SRS5426372,1,SRP223055,293,95580685635,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA559755,,,blood,male,Age is within a range,HL5,,Hospital of Chengdu Office of People's Government of Tibetan Autonomous Region,Human,,,,,,,,,,,,
SRR10177190,Bisulfite-Seq,SAMN12558897,HOSPITAL OF CHENGDU OFFICE OF PEOPLE'S GOVERNMENT OF TIBETAN AUTONOMOUS REGION,SRX6898593,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-12-23T00:00:00Z,SRS5426372,1,SRP223055,293,95131814845,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA559755,,,blood,male,Age is within a range,HL6,,Hospital of Chengdu Office of People's Government of Tibetan Autonomous Region,Human,,,,,,,,,,,,
SRR10177319,Bisulfite-Seq,SAMN12558897,HOSPITAL OF CHENGDU OFFICE OF PEOPLE'S GOVERNMENT OF TIBETAN AUTONOMOUS REGION,SRX6898722,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-12-23T00:00:00Z,SRS5426372,1,SRP223055,292,99955967534,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA559755,,,blood,male,Age is within a range,HH5,,Hospital of Chengdu Office of People's Government of Tibetan Autonomous Region,Human,,,,,,,,,,,,
SRR10177460,Bisulfite-Seq,SAMN12558897,HOSPITAL OF CHENGDU OFFICE OF PEOPLE'S GOVERNMENT OF TIBETAN AUTONOMOUS REGION,SRX6898863,Illumina HiSeq 2500,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-12-23T00:00:00Z,SRS5426372,1,SRP223055,290,96045621198,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA559755,,,blood,male,Age is within a range,HH6,,Hospital of Chengdu Office of People's Government of Tibetan Autonomous Region,Human,,,,,,,,,,,,
SRR10072427,Bisulfite-Seq,SAMN12699103,GEO,SRX6805942,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-09-06T00:00:00Z,SRS5350265,GSM4061950,SRP220467,300,97661525100,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA564075,GSM4061950,human Rb organoids,,,,,,,,,,,,,,,,,,,
SRR10072428,Bisulfite-Seq,SAMN12699108,GEO,SRX6805943,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-09-06T00:00:00Z,SRS5350266,GSM4061951,SRP220467,300,92980174200,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA564075,GSM4061951,human retinal organoids,,,,,,,,,,,,,,,,,,,
ERR4369875,Bisulfite-Seq,SAMEA7089505,UNIVERSITY HOSPITAL MUENSTER,ERX4314061,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-07-25T00:00:00Z,ERS4850090,SAMEA7089505,ERP123063,,,,,PRJEB39534,,,,,,unspecified,,,,,,,,,,,,,,,
ERR4369876,Bisulfite-Seq,SAMEA7089506,UNIVERSITY HOSPITAL MUENSTER,ERX4314062,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-07-25T00:00:00Z,ERS4850091,SAMEA7089506,ERP123063,,,,,PRJEB39534,,,,,,unspecified,,,,,,,,,,,,,,,
SRR11453020,Bisulfite-Seq,SAMN14488099,GEO,SRX8030757,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-11-17T00:00:00Z,SRS6403114,GSM4445863,SRP254660,302,143963748206,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA616360,GSM4445863,brain tumor derived cell line,,,,,,,,BT245,,,,,,,,,,,
SRR11453022,Bisulfite-Seq,SAMN14488096,GEO,SRX8030759,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-11-17T00:00:00Z,SRS6403116,GSM4445865,SRP254660,302,149341526230,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA616360,GSM4445865,brain tumor derived cell line,,,,,,,,SU-DIPGXIII,,,,,,,,,,,
SRR11453025,Bisulfite-Seq,SAMN14488092,GEO,SRX8030762,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-11-17T00:00:00Z,SRS6403120,GSM4445868,SRP254660,302,136252777676,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA616360,GSM4445868,brain tumor derived cell line,,,,,,,,HSJ-019,,,,,,,,,,,
SRR1295933,Bisulfite-Seq,SAMN02798016,GEO,SRX550404,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-07-24T00:00:00Z,SRS618146,GSM1396526,SRP028804,202,2508520840,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA215030,GSM1396526,pronucleus,,,,,,,,,,,,,,,,,,,
SRR6715594,Bisulfite-Seq,SAMN08524402,GEO,SRX3688986,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-04-10T00:00:00Z,SRS2948594,GSM2995375,SRP132785,202,9464803324,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA433957,GSM2995375,Blood,"Blood sample from patient #1 (P1),Blood",,,,,,,,,,,,,,,,,,
SRR10502642,Bisulfite-Seq,SAMN13337214,GEO,SRX7191623,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697638,GSM4182642,SRP230793,300,40800008400,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182642,umbilical cord blood,umbilical cord blood,male,,,,,,,TD,,,,,,,,,,
SRR11007300,Bisulfite-Seq,SAMN13976765,GEO,SRX7667875,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-04-08T00:00:00Z,SRS6096052,GSM4293899,SRP246939,188,94085998704,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA604599,GSM4293899,HIV Tetramer+,Tetramer+ HAART CD8 T cells,,,,,,,,,,,,,,,,,,
SRR7587008,Bisulfite-Seq,SAMN09709790,GEO,SRX4452744,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-02-15T00:00:00Z,SRS3591415,GSM3304389,SRP155006,101,7452271163,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA482624,GSM3304389,liver,,male,22,,,,,,Non-alcoholic fatty liver disease,,,,,,35,,,,
SRR7587026,Bisulfite-Seq,SAMN09709849,GEO,SRX4452762,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-02-15T00:00:00Z,SRS3591432,GSM3304407,SRP155006,101,8187212611,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA482624,GSM3304407,whole blood,,male,32,,,,,,Healthy control,,,,,,22.8,,,,
SRR6373904,Bisulfite-Seq,SAMN13321403,GEO,SRX3468751,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-06-27T00:00:00Z,SRS5683997,GSM2877167,SRP126677,300,71292254708,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA421218,GSM2877167,Brain BA46,brain,male,46,,NeuN,,,,,Control,Brodmann Area 46 (BA46),,,,,,,,
SRR11007291,Bisulfite-Seq,SAMN13976775,GEO,SRX7667866,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-04-08T00:00:00Z,SRS6096044,GSM4293890,SRP246939,246,144059027727,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA604599,GSM4293890,Healthy Donor TSCM,Polyclonal TSCM CD8 T cells,,,,,,,,,,,,,,,,,,
SRR11007301,Bisulfite-Seq,SAMN13976764,GEO,SRX7667876,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-04-08T00:00:00Z,SRS6096053,GSM4293900,SRP246939,191,103301994850,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA604599,GSM4293900,HIV Tetramer+,Tetramer+ HAART CD8 T cells,,,,,,,,,,,,,,,,,,
SRR9888329,Bisulfite-Seq,SAMN11239075,GEO,SRX6640746,Illumina HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-08-06T00:00:00Z,SRS5197825,GSM3683979,SRP217135,300,150481840200,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA528657,GSM3683979,CD4,white blood cells,,,,CD4,,,,,,,,,,,,,,
SRR11007281,Bisulfite-Seq,SAMN13976795,GEO,SRX7667856,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-04-08T00:00:00Z,SRS6096033,GSM4293880,SRP246939,193,101219383785,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA604599,GSM4293880,Health Donor Naïve,Polyclonal Naive CD8 T cell HD,,,,,,,,,,,,,,,,,,
SRR13308081,Bisulfite-Seq,SAMN17159772,CORNELL UNIVERSITY,SRX9736061,NextSeq 500,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2021-01-16T00:00:00Z,SRS7938817,MCGILL2,SRP299418,150,3957122700,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA687910,,,plasma,missing,40,MCGILL2,,"De Vlaminck Lab\, 237 Tower Road\, Ithaca\, NY\, 14853",Human,,,,,,,,,,,,
SRR10502651,Bisulfite-Seq,SAMN13337258,GEO,SRX7191632,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697647,GSM4182651,SRP230793,300,48328750200,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182651,umbilical cord blood,umbilical cord blood,female,,,,,,,TD,,,,,,,,,,
SRR10502674,Bisulfite-Seq,SAMN13337186,GEO,SRX7191655,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697670,GSM4182674,SRP230793,300,56544535500,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182674,umbilical cord blood,umbilical cord blood,male,,,,,,,ASD,,,,,,,,,,
SRR10502699,Bisulfite-Seq,SAMN13337212,GEO,SRX7191680,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697695,GSM4182699,SRP230793,300,42414204900,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182699,umbilical cord blood,umbilical cord blood,female,,,,,,,ASD,,,,,,,,,,
SRR10502708,Bisulfite-Seq,SAMN13337197,GEO,SRX7191689,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697704,GSM4182708,SRP230793,100,11654366639,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182708,umbilical cord blood,umbilical cord blood,male,,,,,,,TD,,,,,,,,,,
SRR1536575,Bisulfite-Seq,SAMN02952114,GEO,SRX669642,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,SRS674269,GSM1465024,SRP045269,150,25460532150,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA257496,GSM1465024,HCT116 whole genome bisulfite sequence,,,,,human colorectal cancer cell line,,,HCT116,,,,,,,,,,,
SRR1295934,Bisulfite-Seq,SAMN02798009,GEO,SRX550405,Illumina HiSeq 2000,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2014-07-24T00:00:00Z,SRS618147,GSM1396527,SRP028804,202,1894758586,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA215030,GSM1396527,pronucleus,,,,,,,,,,,,,,,,,,,
SRR6373918,Bisulfite-Seq,SAMN13282186,GEO,SRX3468765,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-06-27T00:00:00Z,SRS5684019,GSM2877181,SRP126677,302,117013391120,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA421218,GSM2877181,Brain BA46,brain,female,42,,NeuN,,,,,Schizo,Brodmann Area 46 (BA46),,,,,,,,
SRR1067581,Bisulfite-Seq,SAMN02211820,BI,SRX312976,Illumina HiSeq 2000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2014-01-02T00:00:00Z,SRS450532,BioSam 1243,SRP000996,200,21288029200,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA34535,GSM1172596,,,,,WGBS_Lib 66,,University of Washington,,,,,,presumed normal,,,,113.0 Days,Female,,
SRR12413993,Bisulfite-Seq,SAMN15760177,GEO,SRX8910156,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-11-13T00:00:00Z,SRS7167323,GSM4715128,SRP266653,300,109188267300,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA638409,GSM4715128,non-treated HEK 293 with TET2 KO,,,,,,,,TET2 KO for HEK 293 transfected with reporter construct,,,,,,,,,,,
SRR5589998,Bisulfite-Seq,SAMN07160076,GEO,SRX2847132,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-09-07T00:00:00Z,SRS2220113,GSM2637887,SRP107883,202,8603047892,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA387623,GSM2637887,Bone,Bone,,,,,,,,,,,,,,,,,,
SRR10502655,Bisulfite-Seq,SAMN13337254,GEO,SRX7191636,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697651,GSM4182655,SRP230793,300,53560470000,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182655,umbilical cord blood,umbilical cord blood,female,,,,,,,TD,,,,,,,,,,
SRR10502614,Bisulfite-Seq,SAMN13337049,GEO,SRX7191595,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697610,GSM4182614,SRP230793,300,52311759300,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182614,umbilical cord blood,umbilical cord blood,male,,,,,,,TD,,,,,,,,,,
SRR10502626,Bisulfite-Seq,SAMN13337036,GEO,SRX7191607,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697622,GSM4182626,SRP230793,300,47984934600,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182626,umbilical cord blood,umbilical cord blood,male,,,,,,,TD,,,,,,,,,,
SRR10502633,Bisulfite-Seq,SAMN13337086,GEO,SRX7191614,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697629,GSM4182633,SRP230793,300,47514236100,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182633,umbilical cord blood,umbilical cord blood,male,,,,,,,TD,,,,,,,,,,
SRR10502682,Bisulfite-Seq,SAMN13337234,GEO,SRX7191663,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697678,GSM4182682,SRP230793,300,56433638100,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182682,umbilical cord blood,umbilical cord blood,male,,,,,,,ASD,,,,,,,,,,
SRR10502733,Bisulfite-Seq,SAMN13337149,GEO,SRX7191714,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697729,GSM4182733,SRP230793,100,26407286031,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182733,umbilical cord blood,umbilical cord blood,male,,,,,,,ASD,,,,,,,,,,
SRR8659884,Bisulfite-Seq,SAMN10987287,GEO,SRX5457073,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-03-19T00:00:00Z,SRS4431542,ENCODE biosample ENCBS971VGF,SRP012412,302,272135562770,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA63443,GSM3633631,,,female,5 day,,smooth muscle cell,,,,,,,,in vitro differentiated cells,,,,,,
SRR8659914,Bisulfite-Seq,SAMN10986943,GEO,SRX5457103,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-03-19T00:00:00Z,SRS4431568,ENCODE biosample ENCBS184CGJ,SRP012412,302,275480025228,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA63443,GSM3633956,,adrenal gland,female,53 year,,,,,,,,,,tissue,,,,,,
SRR10502738,Bisulfite-Seq,SAMN13337144,GEO,SRX7191719,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2020-03-25T00:00:00Z,SRS5697734,GSM4182738,SRP230793,100,15606331786,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA590702,GSM4182738,umbilical cord blood,umbilical cord blood,female,,,,,,,ASD,,,,,,,,,,
SRR7587021,Bisulfite-Seq,SAMN09709805,GEO,SRX4452757,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-02-15T00:00:00Z,SRS3591427,GSM3304402,SRP155006,101,6038167840,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA482624,GSM3304402,liver,,male,38,,,,,,Wilson disease - hepatic,,,,,,,,,,
SRR7587073,Bisulfite-Seq,SAMN09709830,GEO,SRX4452809,Illumina HiSeq 4000,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-02-15T00:00:00Z,SRS3591477,GSM3304454,SRP155006,101,9036277090,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA482624,GSM3304454,whole blood,,male,36,,,,,,Wilson disease - hepatic,,,,,,22,,,,
SRR3498381,Bisulfite-Seq,SAMN04990209,GEO,SRX1756924,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-05-29T00:00:00Z,SRS1433445,GSM2150388,SRP074852,202,42272371330,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA321329,GSM2150388,NCI-H1299-EGFP/NEO,,,,,,,,,,,,,,,,,,,
SRR5009287,Bisulfite-Seq,SAMN06008023,GEO,SRX2340537,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-12-06T00:00:00Z,SRS1795130,GSM2387332,SRP093254,200,800000000,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA353017,GSM2387332,HUES8 human embryonic stem cells (hESCs),,,,,,,,HUES8 hESCs,,,,,,,,,,,
SRR7171414,Bisulfite-Seq,SAMN09213685,GEO,SRX4089323,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-07-16T00:00:00Z,SRS3306080,GSM3143439,SRP126139,147,4845997133,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA421087,GSM3143439,HaCaT cell line,,,,,,,,HaCaT,,,,,,,,,,,
SRR6464443,Bisulfite-Seq,SAMN08354888,GEO,SRX3554446,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,SRS2827809,GSM2931713,SRP128919,29,255623808,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA429640,GSM2931713,CDI_atrocytes,iPSC derived astrocytes,,,,,,,,,,,,,,,,,,
SRR2013799,Bisulfite-Seq,SAMN03611943,GEO,SRX1021604,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2015-06-08T00:00:00Z,SRS931221,GSM1677830,SRP050499,300,46981303200,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA269154,GSM1677830,Primordial Germ Cells,,,,,,,,,,,,,,female,,,,,
SRR3709202,Bisulfite-Seq,SAMN05277956,GEO,SRX1869513,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-06-27T00:00:00Z,SRS1520200,GSM2210597,SRP076893,202,70728437964,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA326453,GSM2210597,"IMR90\, WGBS",lung fibroblast,,,,,,,IMR90,,,,,,,,,,,
SRR1867800,Bisulfite-Seq,SAMN03372570,GEO,SRX890304,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-02-25T00:00:00Z,SRS857117,GSM1618715,SRP055494,152,81680076296,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA276416,GSM1618715,lymphoblastoid,,,,,modified B cell (lymphoblastoid),Coriell https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18507&Product=DNA,,HapMap GM18507; Coriell NA18507,,,,,,,,,,,
SRR1042438,Bisulfite-Seq,SAMN02434868,BGI,SRX386690,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,SRS510685,BGI-150p1,SRP033491,98,6718299350,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,HUMzepHBRDCAAPEM,,,,,,,,,,,,,,,
SRR1042474,Bisulfite-Seq,SAMN02434869,BGI,SRX386702,Illumina Genome Analyzer II,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,SRS510686,BGI-150p2,SRP033491,98,5483226322,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,HUMzepHCRDCAAPEM,,,,,,,,,,,,,,,
SRR7945492,Bisulfite-Seq,SAMN10148208,GEO,SRX4779613,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2018-10-15T00:00:00Z,SRS3860242,GSM3408129,SRP162996,200,21690160600,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA494085,GSM3408129,Childhood acute lymphoblastic leukemia,,,,,Pre-B t(12;21) [ETV6-RUNX1] acute lymphoblastic leukemia,,,,,,,,,,,,,,
SRR5443103,Bisulfite-Seq,SAMN06706948,GEO,SRX2732490,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2017-05-29T00:00:00Z,SRS2120386,GSM2573789,SRP103794,300,10283274600,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA382497,GSM2573789,Human glioblastoma cells,Brain,,,,Human glioblastoma cells,,,,,,,,,,,,,,
SRR6464437,Bisulfite-Seq,SAMN08354894,GEO,SRX3554440,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,SRS2827800,GSM2931707,SRP128919,29,650757036,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",PRJNA429640,GSM2931707,CDI_astrocytes,iPSC derived astrocytes,,,,,,,,,,,,,,,,,,
SRR6464440,Bisulfite-Seq,SAMN08354891,GEO,SRX3554443,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,SRS2827805,GSM2931710,SRP128919,29,393989679,"gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",PRJNA429640,GSM2931710,CDI_neurons,iPSC derived neurons,,,,,,,,,,,,,,,,,,
SRR7092023,Bisulfite-Seq,SAMN09010772,GEO,SRX4020917,NextSeq 500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-02-13T00:00:00Z,SRS3241966,GSM3124385,SRP144312,149,52783820471,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",PRJNA454575,GSM3124385,H838 lung cancer cell line,lung cancer cell line,,,,,,,H838,,,,,,,,,,,
SRR6490033,Bisulfite-Seq,SAMN08380925,ALBERT EINSTEIN COLLEGE OF MEDICINE,SRX3579919,Illumina HiSeq 2500,SINGLE,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2018-09-05T00:00:00Z,SRS2849300,lt12,SRP130768,150,26859357150,"ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",PRJNA430908,,,Blood,not collected,not collected,WGBS_lt12,T,Simon D. Spivack at Albert Einstein College of Medicine,Human,,,,,,,,,,,,
SRR6490035,Bisulfite-Seq,SAMN08380905,ALBERT EINSTEIN COLLEGE OF MEDICINE,SRX3579917,Illumina HiSeq 2500,SINGLE,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2018-09-05T00:00:00Z,SRS2849319,lb06,SRP130768,150,29033377500,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",PRJNA430908,,,Lung,not collected,not collected,WGBS_lb06,Bronchial,Simon D. Spivack at Albert Einstein College of Medicine,Human,,,,,,,,,,,,
SRR6490051,Bisulfite-Seq,SAMN08380896,ALBERT EINSTEIN COLLEGE OF MEDICINE,SRX3579901,Illumina HiSeq 2500,SINGLE,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2018-09-05T00:00:00Z,SRS2849294,la09,SRP130768,91,17005947857,"s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",PRJNA430908,,,Lung,not collected,not collected,WGBS_la09,Alveolar,Simon D. Spivack at Albert Einstein College of Medicine,Human,,,,,,,,,,,,
SRR6490068,Bisulfite-Seq,SAMN08380921,ALBERT EINSTEIN COLLEGE OF MEDICINE,SRX3579884,Illumina HiSeq 2500,SINGLE,unspecified,GENOMIC,Homo sapiens,ILLUMINA,2018-09-05T00:00:00Z,SRS2849306,lt08,SRP130768,150,27599524800,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",PRJNA430908,,,Blood,not collected,not collected,WGBS_lt08,T,Simon D. Spivack at Albert Einstein College of Medicine,Human,,,,,,,,,,,,
