Sample,File,FileSeries
GSM2814168,GSM2814168_9828653136_R03C02,GSE105018
GSM2814583,GSM2814583_10006044052_R04C01,GSE105018
GSM2814869,GSM2814869_200091640110_R03C02,GSE105018
GSM2814666,GSM2814666_200049730037_R03C01,GSE105018
GSM2814952,GSM2814952_200049730155_R04C02,GSE105018
GSM2814480,GSM2814480_9980092032_R03C02,GSE105018
GSM2814563,GSM2814563_9992576175_R02C02,GSE105018
GSM2814766,GSM2814766_200049730121_R05C02,GSE105018
GSM2814849,GSM2814849_200091640107_R06C02,GSE105018
GSM2814978,GSM2814978_200049730092_R06C02,GSE105018
GSM2815264,GSM2815264_101130760022_R03C02,GSE105018
GSM2814268,GSM2814268_9828653020_R04C02,GSE105018
GSM2814351,GSM2814351_9878827102_R03C02,GSE105018
GSM2815582,GSM2815582_200049730128_R02C01,GSE105018
GSM2814059,GSM2814059_9741779033_R04C01,GSE105018
GSM2814271,GSM2814271_9828653100_R05C01,GSE105018
GSM2814557,GSM2814557_9992576175_R02C01,GSE105018
GSM2815370,GSM2815370_101032560076_R04C02,GSE105018
GSM2815084,GSM2815084_200091640113_R06C02,GSE105018
GSM2814050,GSM2814050_9741779121_R03C01,GSE105018
GSM2815673,GSM2815673_3999356039_R05C01,GSE105018
GSM2814915,GSM2814915_200049730142_R01C02,GSE105018
GSM2814769,GSM2814769_200049730122_R02C01,GSE105018
GSM2815267,GSM2815267_101130760022_R06C02,GSE105018
GSM2815479,GSM2815479_101130760085_R01C02,GSE105018
GSM2815396,GSM2815396_200091640047_R06C02,GSE105018
GSM2814975,GSM2814975_200049730092_R03C02,GSE105018
GSM2814772,GSM2814772_200049730122_R05C01,GSE105018
GSM2815058,GSM2815058_200091640106_R04C02,GSE105018
GSM2815187,GSM2815187_101032570073_R03C02,GSE105018
GSM2815270,GSM2815270_101130760147_R03C01,GSE105018
GSM2815685,GSM2815685_3999356029_R05C01,GSE105018
GSM2814062,GSM2814062_9741779033_R03C02,GSE105018
GSM2815556,GSM2815556_200049730069_R06C02,GSE105018
GSM2815473,GSM2815473_101130760085_R01C01,GSE105018
GSM2814560,GSM2814560_9992576175_R05C01,GSE105018
GSM2815568,GSM2815568_200049730065_R06C02,GSE105018
GSM2815470,GSM2815470_101130760143_R04C02,GSE105018
GSM2815387,GSM2815387_200091640047_R03C01,GSE105018
GSM2815485,GSM2815485_101130760119_R01C01,GSE105018
GSM2815356,GSM2815356_101032560077_R02C02,GSE105018
GSM2814174,GSM2814174_9828653111_R03C01,GSE105018
GSM2814257,GSM2814257_9828653046_R05C02,GSE105018
GSM2815542,GSM2815542_101130760154_R04C02,GSE105018
GSM2814987,GSM2814987_200049730118_R03C02,GSE105018
GSM2814205,GSM2814205_9828653012_R04C02,GSE105018
GSM2815273,GSM2815273_101130760147_R06C01,GSE105018
GSM2815070,GSM2815070_200091640072_R04C02,GSE105018
GSM2814334,GSM2814334_9878827084_R04C01,GSE105018
GSM2815413,GSM2815413_200091640028_R05C01,GSE105018
GSM2815330,GSM2815330_101032560100_R05C01,GSE105018
GSM2656275,GSM2656275_9969477157_R01C02,GSE99863
GSM2656229,GSM2656229_200251580175_R06C01,GSE99863
GSM2656384,GSM2656384_9970497043_R03C01,GSE99863
GSM2656226,GSM2656226_200251580175_R04C02,GSE99863
GSM2656172,GSM2656172_200251580130_R01C02,GSE99863
GSM2656309,GSM2656309_9969489029_R02C01,GSE99863
GSM2656395,GSM2656395_9970497049_R02C02,GSE99863
GSM2656312,GSM2656312_9969489029_R03C02,GSE99863
GSM2656183,GSM2656183_200251580131_R01C01,GSE99863
GSM2656392,GSM2656392_9970497049_R01C01,GSE99863
GSM2656209,GSM2656209_200251580152_R02C01,GSE99863
GSM2814374,GSM2814374_9878827042_R03C01,GSE105018
GSM2814872,GSM2814872_200091640110_R06C02,GSE105018
GSM2814362,GSM2814362_9878827061_R05C02,GSE105018
GSM2814159,GSM2814159_9828653104_R06C02,GSE105018
GSM2814445,GSM2814445_9971851023_R04C01,GSE105018
GSM2814076,GSM2814076_9741779137_R05C02,GSE105018
GSM2814162,GSM2814162_9828653136_R03C01,GSE105018
GSM2814245,GSM2814245_9828653048_R05C02,GSE105018
GSM2814165,GSM2814165_9828653136_R06C01,GSE105018
GSM2815476,GSM2815476_101130760085_R04C01,GSE105018
GSM2814755,GSM2814755_200049730110_R04C02,GSE105018
GSM2814672,GSM2814672_200049730037_R03C02,GSE105018
GSM2815668,GSM2815668_3999442100_R06C02,GSE105018
GSM2815382,GSM2815382_200091640015_R04C02,GSE105018
GSM2814889,GSM2814889_200091640095_R05C01,GSE105018
GSM2814972,GSM2814972_200049730092_R06C01,GSE105018
GSM2815373,GSM2815373_200091640015_R01C01,GSE105018
GSM2814663,GSM2814663_200049730064_R06C02,GSE105018
GSM2814729,GSM2814729_200049730135_R02C02,GSE105018
GSM2815175,GSM2815175_101032570062_R03C02,GSE105018
GSM2814884,GSM2814884_200091640070_R06C02,GSE105018
GSM2815258,GSM2815258_101130760022_R01C01,GSE105018
GSM2815015,GSM2815015_200091640063_R03C01,GSE105018
GSM2815170,GSM2815170_101032570062_R04C01,GSE105018
GSM2814875,GSM2814875_200091640070_R03C01,GSE105018
GSM2815161,GSM2815161_101032570063_R01C02,GSE105018
GSM2815098,GSM2815098_101032570074_R02C01,GSE105018
GSM2815625,GSM2815625_200049730141_R03C02,GSE105018
GSM2815178,GSM2815178_101032570062_R06C02,GSE105018
GSM2814592,GSM2814592_10006044053_R01C01,GSE105018
GSM2814551,GSM2814551_9992576168_R02C02,GSE105018
GSM2814509,GSM2814509_9980102043_R02C01,GSE105018
GSM2814468,GSM2814468_9971851024_R03C01,GSE105018
GSM2814878,GSM2814878_200091640070_R06C01,GSE105018
GSM2814795,GSM2814795_200049730137_R04C01,GSE105018
GSM2815676,GSM2815676_3999356039_R02C02,GSE105018
GSM2814680,GSM2814680_200049730066_R05C01,GSE105018
GSM2814966,GSM2814966_200049730139_R06C02,GSE105018
GSM2815007,GSM2815007_200091640096_R05C01,GSE105018
GSM2815049,GSM2815049_200091640106_R01C01,GSE105018
GSM2815090,GSM2815090_200091640102_R06C01,GSE105018
GSM2814577,GSM2814577_9992576177_R04C02,GSE105018
GSM2814863,GSM2814863_200091640110_R03C01,GSE105018
GSM2815376,GSM2815376_200091640015_R04C01,GSE105018
GSM2815293,GSM2815293_101032560072_R02C01,GSE105018
GSM2815075,GSM2815075_200091640113_R03C01,GSE105018
GSM2814380,GSM2814380_9878827042_R03C02,GSE105018
GSM2814297,GSM2814297_9828653063_R03C01,GSE105018
GSM2815361,GSM2815361_101032560076_R01C01,GSE105018
GSM2814389,GSM2814389_9969489024_R06C01,GSE105018
GSM2814365,GSM2814365_9878827051_R02C01,GSE105018
GSM2814887,GSM2814887_200091640095_R03C01,GSE105018
GSM2814156,GSM2814156_9828653104_R03C02,GSE105018
GSM2814285,GSM2814285_9828653069_R03C01,GSE105018
GSM2814654,GSM2814654_200049730064_R03C01,GSE105018
GSM2815679,GSM2815679_3999356039_R05C02,GSE105018
GSM2815016,GSM2815016_200091640063_R04C01,GSE105018
GSM2814571,GSM2814571_9992576177_R04C01,GSE105018
GSM2814368,GSM2814368_9878827051_R05C01,GSE105018
GSM2815596,GSM2815596_200049730113_R04C01,GSE105018
GSM2814783,GSM2814783_200049730108_R04C01,GSE105018
GSM2814177,GSM2814177_9828653111_R06C01,GSE105018
GSM2815576,GSM2815576_200049730127_R02C02,GSE105018
GSM2815364,GSM2815364_101032560076_R04C01,GSE105018
GSM2815281,GSM2815281_101032560098_R02C01,GSE105018
GSM2814053,GSM2814053_9741779121_R06C01,GSE105018
GSM2814194,GSM2814194_9828653025_R05C02,GSE105018
GSM2815069,GSM2815069_200091640072_R03C02,GSE105018
GSM2814866,GSM2814866_200091640110_R06C01,GSE105018
GSM2814998,GSM2814998_200049730068_R02C02,GSE105018
GSM2814288,GSM2814288_9828653069_R06C01,GSE105018
GSM2815496,GSM2815496_101130760119_R06C02,GSE105018
GSM2814500,GSM2814500_9980102005_R05C01,GSE105018
GSM2814786,GSM2814786_200049730108_R01C02,GSE105018
GSM2814397,GSM2814397_9969489003_R04C01,GSE105018
GSM2814683,GSM2814683_200049730066_R04C02,GSE105018
GSM2814895,GSM2814895_200091640095_R05C02,GSE105018
GSM2814812,GSM2814812_200049730132_R03C02,GSE105018
GSM2815181,GSM2815181_101032570073_R03C01,GSE105018
GSM2814185,GSM2814185_9828653025_R02C01,GSE105018
GSM2814074,GSM2814074_9741779137_R03C02,GSE105018
GSM2815597,GSM2815597_200049730113_R05C01,GSE105018
GSM2815514,GSM2815514_101130760118_R06C01,GSE105018
GSM2814286,GSM2814286_9828653069_R04C01,GSE105018
GSM2814692,GSM2814692_200049730039_R01C02,GSE105018
GSM2815505,GSM2815505_101130760102_R03C02,GSE105018
GSM2814065,GSM2814065_9741779033_R06C02,GSE105018
GSM2815508,GSM2815508_101130760102_R06C02,GSE105018
GSM2815499,GSM2815499_101130760102_R03C01,GSE105018
GSM2815702,GSM2815702_3999356043_R04C02,GSE105018
GSM2814474,GSM2814474_9980092032_R03C01,GSE105018
GSM2815416,GSM2815416_200091640028_R02C02,GSE105018
GSM2814105,GSM2814105_9741779101_R04C01,GSE105018
GSM2814188,GSM2814188_9828653025_R05C01,GSE105018
GSM2814391,GSM2814391_9969489024_R04C02,GSE105018
GSM2815287,GSM2815287_101032560098_R02C02,GSE105018
GSM2814489,GSM2814489_9980102048_R06C01,GSE105018
GSM2814203,GSM2814203_9828653012_R02C02,GSE105018
GSM2814572,GSM2814572_9992576177_R05C01,GSE105018
GSM2815385,GSM2815385_200091640047_R01C01,GSE105018
GSM2815302,GSM2815302_101032560072_R05C02,GSE105018
GSM2815099,GSM2815099_101032570074_R03C01,GSE105018
GSM2814102,GSM2814102_9741779101_R01C01,GSE105018
GSM2815296,GSM2815296_101032560072_R05C01,GSE105018
GSM2814197,GSM2814197_9828653012_R02C01,GSE105018
GSM2815313,GSM2815313_101032560099_R04C02,GSE105018
GSM2815388,GSM2815388_200091640047_R04C01,GSE105018
GSM2815193,GSM2815193_101130760132_R03C01,GSE105018
GSM2815305,GSM2815305_101032560099_R02C01,GSE105018
GSM2815619,GSM2815619_200049730141_R03C01,GSE105018
GSM2814308,GSM2814308_9878827087_R02C01,GSE105018
GSM2815333,GSM2815333_101032560100_R02C02,GSE105018
GSM2814520,GSM2814520_9980102051_R01C01,GSE105018
GSM2814603,GSM2814603_10006044053_R06C02,GSE105018
GSM2814686,GSM2814686_200049730039_R01C01,GSE105018
GSM2814483,GSM2814483_9980092032_R06C02,GSE105018
GSM2815101,GSM2815101_101032570074_R05C01,GSE105018
GSM2815184,GSM2815184_101032570073_R02C02,GSE105018
GSM2815691,GSM2815691_3999356029_R05C02,GSE105018
GSM2815608,GSM2815608_200049730129_R04C01,GSE105018
GSM2815682,GSM2815682_3999356029_R02C01,GSE105018
GSM2814695,GSM2814695_200049730039_R04C02,GSE105018
GSM2814807,GSM2814807_200049730132_R04C01,GSE105018
GSM2814981,GSM2814981_200049730118_R03C01,GSE105018
GSM2815599,GSM2815599_200049730113_R01C02,GSE105018
GSM2815093,GSM2815093_200091640102_R03C02,GSE105018
GSM2814890,GSM2814890_200091640095_R06C01,GSE105018
GSM2815176,GSM2815176_101032570062_R04C02,GSE105018
GSM2815110,GSM2815110_101032570078_R02C01,GSE105018
GSM2815516,GSM2815516_101130760118_R02C02,GSE105018
GSM2814901,GSM2814901_200091640100_R05C01,GSE105018
GSM2815104,GSM2815104_101032570074_R02C02,GSE105018
GSM2814984,GSM2814984_200049730118_R06C01,GSE105018
GSM2814990,GSM2814990_200049730118_R06C02,GSE105018
GSM2815602,GSM2815602_200049730113_R04C02,GSE105018
GSM2814182,GSM2814182_9828653111_R05C02,GSE105018
GSM2814265,GSM2814265_9828653020_R01C02,GSE105018
GSM2814394,GSM2814394_9969489003_R01C01,GSE105018
GSM2815390,GSM2815390_200091640047_R06C01,GSE105018
GSM2814892,GSM2814892_200091640095_R02C02,GSE105018
GSM2815113,GSM2815113_101032570078_R05C01,GSE105018
GSM2814291,GSM2814291_9828653069_R03C02,GSE105018
GSM2815196,GSM2815196_101130760132_R06C01,GSE105018
GSM2815482,GSM2815482_101130760085_R04C02,GSE105018
GSM2815399,GSM2815399_200091640003_R03C01,GSE105018
GSM2815202,GSM2815202_101130760132_R06C02,GSE105018
GSM2814789,GSM2814789_200049730108_R04C02,GSE105018
GSM2815018,GSM2815018_200091640063_R06C01,GSE105018
GSM2814191,GSM2814191_9828653025_R02C02,GSE105018
GSM2814274,GSM2814274_9828653100_R06C02,GSE105018
GSM2815645,GSM2815645_3999431096_R01C01,GSE105018
GSM2815700,GSM2815700_3999356043_R02C02,GSE105018
GSM2815204,GSM2815204_101130760052_R05C01,GSE105018
GSM2815001,GSM2815001_200049730068_R05C02,GSE105018
GSM2815230,GSM2815230_101130760148_R03C02,GSE105018
GSM2814486,GSM2814486_9980102048_R03C01,GSE105018
GSM2814492,GSM2814492_9980102048_R03C02,GSE105018
GSM2814403,GSM2814403_9969489003_R04C02,GSE105018
GSM2814938,GSM2814938_200049730154_R02C02,GSE105018
GSM2815488,GSM2815488_101130760119_R04C01,GSE105018
GSM2815224,GSM2815224_101130760148_R02C01,GSE105018
GSM2815021,GSM2815021_200091640063_R03C02,GSE105018
GSM2814171,GSM2814171_9828653136_R06C02,GSE105018
GSM2814079,GSM2814079_9741779130_R02C01,GSE105018
GSM2814300,GSM2814300_9828653063_R06C01,GSE105018
GSM2814704,GSM2814704_200049730093_R01C02,GSE105018
GSM2814586,GSM2814586_10006044052_R01C02,GSE105018
GSM2815611,GSM2815611_200049730129_R01C02,GSE105018
GSM2814798,GSM2814798_200049730137_R01C02,GSE105018
GSM2814082,GSM2814082_9741779130_R05C01,GSE105018
GSM2814495,GSM2814495_9980102048_R06C02,GSE105018
GSM2814228,GSM2814228_9828653026_R03C02,GSE105018
GSM2814781,GSM2814781_200049730108_R02C01,GSE105018
GSM2815519,GSM2815519_101130760118_R05C02,GSE105018
GSM2815393,GSM2815393_200091640047_R03C02,GSE105018
GSM2814910,GSM2814910_200049730142_R02C01,GSE105018
GSM2815436,GSM2815436_200091640013_R04C01,GSE105018
GSM2815310,GSM2815310_101032560099_R01C02,GSE105018
GSM2814580,GSM2814580_10006044052_R01C01,GSE105018
GSM2814497,GSM2814497_9980102005_R02C01,GSE105018
GSM2814088,GSM2814088_9741779130_R05C02,GSE105018
GSM2814993,GSM2814993_200049730068_R03C01,GSE105018
GSM2814311,GSM2814311_9878827087_R05C01,GSE105018
GSM2815307,GSM2815307_101032560099_R04C01,GSE105018
GSM2814809,GSM2814809_200049730132_R06C01,GSE105018
GSM2814726,GSM2814726_200049730135_R05C01,GSE105018
GSM2814494,GSM2814494_9980102048_R05C02,GSE105018
GSM2814623,GSM2814623_10006044078_R02C02,GSE105018
GSM2814706,GSM2814706_200049730093_R03C02,GSE105018
GSM2815121,GSM2815121_101032570003_R01C01,GSE105018
GSM2814208,GSM2814208_9828653021_R01C01,GSE105018
GSM2814411,GSM2814411_9969489014_R06C01,GSE105018
GSM2814125,GSM2814125_9741779150_R06C02,GSE105018
GSM2814414,GSM2814414_9969489014_R03C02,GSE105018
GSM2815227,GSM2815227_101130760148_R05C01,GSE105018
GSM2815688,GSM2815688_3999356029_R02C02,GSE105018
GSM2815402,GSM2815402_200091640003_R06C01,GSE105018
GSM2814283,GSM2814283_9828653069_R01C01,GSE105018
GSM2815703,GSM2815703_3999356043_R05C02,GSE105018
GSM2814180,GSM2814180_9828653111_R03C02,GSE105018
GSM2814097,GSM2814097_9741779103_R02C02,GSE105018
GSM2815620,GSM2815620_200049730141_R04C01,GSE105018
GSM2814377,GSM2814377_9878827042_R06C01,GSE105018
GSM2815493,GSM2815493_101130760119_R03C02,GSE105018
GSM2815491,GSM2815491_101130760119_R01C02,GSE105018
GSM2815290,GSM2815290_101032560098_R05C02,GSE105018
GSM2815408,GSM2815408_200091640003_R06C02,GSE105018
GSM2814392,GSM2814392_9969489024_R05C02,GSE105018
GSM2814091,GSM2814091_9741779103_R02C01,GSE105018
GSM2814678,GSM2814678_200049730066_R03C01,GSE105018
GSM2814309,GSM2814309_9878827087_R03C01,GSE105018
GSM2814595,GSM2814595_10006044053_R04C01,GSE105018
GSM2814904,GSM2814904_200091640100_R02C02,GSE105018
GSM2815190,GSM2815190_101032570073_R06C02,GSE105018
GSM2815410,GSM2815410_200091640028_R02C01,GSE105018
GSM2815216,GSM2815216_101130760095_R06C01,GSE105018
GSM2814709,GSM2814709_200049730093_R06C02,GSE105018
GSM2814792,GSM2814792_200049730137_R01C01,GSE105018
GSM2815282,GSM2815282_101032560098_R03C01,GSE105018
GSM2814995,GSM2814995_200049730068_R05C01,GSE105018
GSM2815078,GSM2815078_200091640113_R06C01,GSE105018
GSM2814099,GSM2814099_9741779103_R04C02,GSE105018
GSM2815705,GSM2815705_3999356047_R01C01,GSE105018
GSM2815207,GSM2815207_101130760052_R03C02,GSE105018
GSM2814626,GSM2814626_10006044078_R05C02,GSE105018
GSM2814701,GSM2814701_200049730093_R04C01,GSE105018
GSM2814912,GSM2814912_200049730142_R04C01,GSE105018
GSM2814784,GSM2814784_200049730108_R05C01,GSE105018
GSM2815124,GSM2815124_101032570003_R04C01,GSE105018
GSM2815622,GSM2815622_200049730141_R06C01,GSE105018
GSM2815539,GSM2815539_101130760154_R01C02,GSE105018
GSM2815199,GSM2815199_101130760132_R03C02,GSE105018
GSM2815697,GSM2815697_3999356043_R05C01,GSE105018
GSM2815411,GSM2815411_200091640028_R03C01,GSE105018
GSM2815096,GSM2815096_200091640102_R06C02,GSE105018
GSM2814589,GSM2814589_10006044052_R04C02,GSE105018
GSM2814712,GSM2814712_200049730014_R03C01,GSE105018
GSM2814841,GSM2814841_200091640107_R04C01,GSE105018
GSM2814758,GSM2814758_200049730121_R01C01,GSE105018
GSM2815044,GSM2815044_200091640069_R02C02,GSE105018
GSM2815127,GSM2815127_101032570003_R03C02,GSE105018
GSM2815585,GSM2815585_200049730128_R05C01,GSE105018
GSM2815502,GSM2815502_101130760102_R06C01,GSE105018
GSM2815004,GSM2815004_200091640096_R02C01,GSE105018
GSM2815299,GSM2815299_101032560072_R02C02,GSE105018
GSM2814924,GSM2814924_200049730131_R04C01,GSE105018
GSM2815210,GSM2815210_101130760052_R06C02,GSE105018
GSM2815087,GSM2815087_200091640102_R03C01,GSE105018
GSM2815422,GSM2815422_200091640046_R02C01,GSE105018
GSM2814306,GSM2814306_9828653063_R06C02,GSE105018
GSM2815256,GSM2815256_101130760024_R05C02,GSE105018
GSM2814100,GSM2814100_9741779103_R05C02,GSE105018
GSM2815594,GSM2815594_200049730113_R02C01,GSE105018
GSM2814721,GSM2814721_200049730014_R06C02,GSE105018
GSM2815339,GSM2815339_101032560092_R02C01,GSE105018
GSM2815308,GSM2815308_101032560099_R05C01,GSE105018
GSM2814804,GSM2814804_200049730132_R01C01,GSE105018
GSM2814214,GSM2814214_9828653021_R01C02,GSE105018
GSM2814386,GSM2814386_9969489024_R03C01,GSE105018
GSM2814426,GSM2814426_9969477149_R03C02,GSE105018
GSM2814131,GSM2814131_9741779019_R06C01,GSE105018
GSM2814933,GSM2814933_200049730154_R03C01,GSE105018
GSM2814598,GSM2814598_10006044053_R01C02,GSE105018
GSM2815219,GSM2815219_101130760095_R03C02,GSE105018
GSM2814111,GSM2814111_9741779101_R04C02,GSE105018
GSM2814629,GSM2814629_200049730038_R02C01,GSE105018
GSM2814343,GSM2814343_9878827102_R01C01,GSE105018
GSM2814546,GSM2814546_9992576168_R03C01,GSE105018
GSM2814518,GSM2814518_9980102043_R05C02,GSE105018
GSM2814315,GSM2814315_9878827087_R03C02,GSE105018
GSM2814526,GSM2814526_9980102051_R01C02,GSE105018
GSM2814232,GSM2814232_9828653019_R03C01,GSE105018
GSM2814609,GSM2814609_10006044054_R06C01,GSE105018
GSM2814094,GSM2814094_9741779103_R05C01,GSE105018
GSM2814443,GSM2814443_9971851023_R02C01,GSE105018
GSM2814738,GSM2814738_200049730053_R05C01,GSE105018
GSM2814223,GSM2814223_9828653026_R04C01,GSE105018
GSM2814601,GSM2814601_10006044053_R04C02,GSE105018
GSM2815626,GSM2815626_200049730141_R04C02,GSE105018
GSM2814730,GSM2814730_200049730135_R03C02,GSE105018
GSM2815543,GSM2815543_101130760154_R05C02,GSE105018
GSM2814813,GSM2814813_200049730132_R04C02,GSE105018
GSM2814941,GSM2814941_200049730154_R05C02,GSE105018
GSM2814655,GSM2814655_200049730064_R04C01,GSE105018
GSM2815431,GSM2815431_200091640046_R05C02,GSE105018
GSM2814120,GSM2814120_9741779150_R01C02,GSE105018
GSM2814406,GSM2814406_9969489014_R01C01,GSE105018
GSM2814103,GSM2814103_9741779101_R02C01,GSE105018
GSM2815425,GSM2815425_200091640046_R05C01,GSE105018
GSM2815628,GSM2815628_200049730141_R06C02,GSE105018
GSM2815545,GSM2815545_200049730069_R01C01,GSE105018
GSM2815523,GSM2815523_101130760142_R03C01,GSE105018
GSM2815440,GSM2815440_200091640013_R02C02,GSE105018
GSM2815311,GSM2815311_101032560099_R02C02,GSE105018
GSM2814212,GSM2814212_9828653021_R05C01,GSE105018
GSM2814129,GSM2814129_9741779019_R04C01,GSE105018
GSM2814317,GSM2814317_9878827087_R05C02,GSE105018
GSM2814114,GSM2814114_9741779150_R01C01,GSE105018
GSM2814234,GSM2814234_9828653019_R05C01,GSE105018
GSM2815130,GSM2815130_101032570003_R06C02,GSE105018
GSM2815213,GSM2815213_101130760095_R03C01,GSE105018
GSM2815047,GSM2815047_200091640069_R05C02,GSE105018
GSM2815228,GSM2815228_101130760148_R01C02,GSE105018
GSM2815231,GSM2815231_101130760148_R04C02,GSE105018
GSM2814724,GSM2814724_200049730135_R03C01,GSE105018
GSM2815010,GSM2815010_200091640096_R02C02,GSE105018
GSM2815222,GSM2815222_101130760095_R06C02,GSE105018
GSM2815637,GSM2815637_3999442150_R05C01,GSE105018
GSM2815036,GSM2815036_200090280116_R06C02,GSE105018
GSM2815119,GSM2815119_101032570078_R05C02,GSE105018
GSM2815617,GSM2815617_200049730141_R01C01,GSE105018
GSM2815534,GSM2815534_101130760154_R02C01,GSE105018
GSM2814409,GSM2814409_9969489014_R04C01,GSE105018
GSM2814326,GSM2814326_9878827077_R02C02,GSE105018
GSM2815405,GSM2815405_200091640003_R03C02,GSE105018
GSM2814538,GSM2814538_9992576166_R01C02,GSE105018
GSM2815322,GSM2815322_101032560102_R01C02,GSE105018
GSM2814824,GSM2814824_200091640099_R05C02,GSE105018
GSM2814621,GSM2814621_10006044078_R06C01,GSE105018
GSM2814907,GSM2814907_200091640100_R05C02,GSE105018
GSM2814412,GSM2814412_9969489014_R01C02,GSE105018
GSM2814615,GSM2814615_10006044054_R06C02,GSE105018
GSM2814329,GSM2814329_9878827077_R05C02,GSE105018
GSM2814698,GSM2814698_200049730093_R01C01,GSE105018
GSM2814827,GSM2814827_200091640098_R02C01,GSE105018
GSM2814521,GSM2814521_9980102051_R02C01,GSE105018
GSM2814117,GSM2814117_9741779150_R04C01,GSE105018
GSM2814604,GSM2814604_10006044054_R01C01,GSE105018
GSM2814400,GSM2814400_9969489003_R01C02,GSE105018
GSM2814200,GSM2814200_9828653012_R05C01,GSE105018
GSM2814815,GSM2814815_200049730132_R06C02,GSE105018
GSM2814732,GSM2814732_200049730135_R05C02,GSE105018
GSM2814733,GSM2814733_200049730135_R06C02,GSE105018
GSM2815517,GSM2815517_101130760118_R03C02,GSE105018
GSM2815019,GSM2815019_200091640063_R01C02,GSE105018
GSM2814612,GSM2814612_10006044054_R03C02,GSE105018
GSM2814529,GSM2814529_9980102051_R04C02,GSE105018
GSM2815654,GSM2815654_3999431096_R04C02,GSE105018
GSM2814446,GSM2814446_9971851023_R05C01,GSE105018
GSM2815525,GSM2815525_101130760142_R05C01,GSE105018
GSM2814898,GSM2814898_200091640100_R02C01,GSE105018
GSM2815537,GSM2815537_101130760154_R05C01,GSE105018
GSM2814861,GSM2814861_200091640110_R01C01,GSE105018
GSM2815442,GSM2815442_200091640013_R04C02,GSE105018
GSM2815027,GSM2815027_200090280116_R03C01,GSE105018
GSM2815359,GSM2815359_101032560077_R05C02,GSE105018
GSM2814944,GSM2814944_200049730155_R02C01,GSE105018
GSM2814916,GSM2814916_200049730142_R02C02,GSE105018
GSM2815325,GSM2815325_101032560102_R04C02,GSE105018
GSM2814652,GSM2814652_200049730064_R01C01,GSE105018
GSM2814512,GSM2814512_9980102043_R05C01,GSE105018
GSM2814818,GSM2814818_200091640099_R05C01,GSE105018
GSM2814735,GSM2814735_200049730053_R02C01,GSE105018
GSM2815128,GSM2815128_101032570003_R04C02,GSE105018
GSM2815150,GSM2815150_101032570036_R02C02,GSE105018
GSM2815233,GSM2815233_101130760148_R06C02,GSE105018
GSM2815414,GSM2815414_200091640028_R06C01,GSE105018
GSM2815328,GSM2815328_101032560100_R01C01,GSE105018
GSM2814206,GSM2814206_9828653012_R05C02,GSE105018
GSM2815316,GSM2815316_101032560102_R01C01,GSE105018
GSM2814108,GSM2814108_9741779101_R01C02,GSE105018
GSM2814320,GSM2814320_9878827077_R02C01,GSE105018
GSM2814606,GSM2814606_10006044054_R03C01,GSE105018
GSM2814134,GSM2814134_9741779019_R03C02,GSE105018
GSM2814503,GSM2814503_9980102005_R02C02,GSE105018
GSM2814420,GSM2814420_9969477149_R03C01,GSE105018
GSM2814217,GSM2814217_9828653021_R04C02,GSE105018
GSM2815528,GSM2815528_101130760142_R02C02,GSE105018
GSM2814715,GSM2814715_200049730014_R06C01,GSE105018
GSM2814918,GSM2814918_200049730142_R04C02,GSE105018
GSM2814632,GSM2814632_200049730038_R05C01,GSE105018
GSM2815445,GSM2815445_200091640018_R01C01,GSE105018
GSM2814618,GSM2814618_10006044078_R03C01,GSE105018
GSM2815116,GSM2815116_101032570078_R02C02,GSE105018
GSM2815614,GSM2815614_200049730129_R04C02,GSE105018
GSM2814930,GSM2814930_200049730131_R06C02,GSE105018
GSM2815013,GSM2815013_200091640096_R05C02,GSE105018
GSM2814440,GSM2814440_9971851064_R05C02,GSE105018
GSM2814237,GSM2814237_9828653019_R06C02,GSE105018
GSM2814523,GSM2814523_9980102051_R04C01,GSE105018
GSM2814154,GSM2814154_9828653104_R01C02,GSE105018
GSM2814418,GSM2814418_9969477149_R01C01,GSE105018
GSM2814209,GSM2814209_9828653021_R02C01,GSE105018
GSM2814126,GSM2814126_9741779019_R01C01,GSE105018
GSM2814051,GSM2814051_9741779121_R04C01,GSE105018
GSM2815605,GSM2815605_200049730129_R01C01,GSE105018
GSM2814337,GSM2814337_9878827084_R01C02,GSE105018
GSM2814549,GSM2814549_9992576168_R06C01,GSE105018
GSM2815648,GSM2815648_3999431096_R04C01,GSE105018
GSM2814835,GSM2814835_200091640098_R04C02,GSE105018
GSM2815362,GSM2815362_101032560076_R02C01,GSE105018
GSM2815651,GSM2815651_3999431096_R01C02,GSE105018
GSM2815439,GSM2815439_200091640013_R01C02,GSE105018
GSM2814128,GSM2814128_9741779019_R03C01,GSE105018
GSM2815153,GSM2815153_101032570036_R05C02,GSE105018
GSM2815253,GSM2815253_101130760024_R02C02,GSE105018
GSM2814340,GSM2814340_9878827084_R04C02,GSE105018
GSM2815548,GSM2815548_200049730069_R04C01,GSE105018
GSM2814838,GSM2814838_200091640107_R01C01,GSE105018
GSM2815465,GSM2815465_101130760143_R04C01,GSE105018
GSM2815336,GSM2815336_101032560100_R05C02,GSE105018
GSM2814967,GSM2814967_200049730092_R01C01,GSE105018
GSM2815050,GSM2815050_200091640106_R02C01,GSE105018
GSM2814472,GSM2814472_9980092032_R01C01,GSE105018
