Sample,File,FileSeries
GSM2350775,GSM2350775_3999932055_R04C02,GSE88883
GSM2350776,GSM2350776_3999941156_R05C02,GSE88883
GSM2350777,GSM2350777_3999932019_R05C02,GSE88883
GSM2350778,GSM2350778_3999932055_R06C02,GSE88883
GSM4430573,GSM4430573_9996247055_R03C02,GSE147430
GSM4430574,GSM4430574_9996247054_R03C01,GSE147430
GSM4430580,GSM4430580_9996247003_R03C01,GSE147430
GSM4430582,GSM4430582_9994014166_R05C01,GSE147430
GSM4430586,GSM4430586_9994014154_R05C01,GSE147430
GSM4430589,GSM4430589_9994014061_R05C01,GSE147430
GSM4430590,GSM4430590_3999119108_R05C01,GSE147430
GSM4430591,GSM4430591_3999119108_R04C02,GSE147430
GSM4430592,GSM4430592_9994014061_R05C02,GSE147430
GSM4430594,GSM4430594_3999119085_R04C01,GSE147430
GSM4430598,GSM4430598_3999120014_R04C02,GSE147430
GSM4430605,GSM4430605_3999120111_R03C01,GSE147430
GSM4430611,GSM4430611_3999120036_R02C02,GSE147430
GSM4430612,GSM4430612_3999119153_R02C01,GSE147430
GSM4430613,GSM4430613_9994014135_R05C01,GSE147430
GSM4430614,GSM4430614_3999119153_R02C02,GSE147430
GSM4430615,GSM4430615_3998579162_R02C01,GSE147430
GSM4430616,GSM4430616_3998579162_R02C02,GSE147430
GSM4430617,GSM4430617_3998888038_R06C01,GSE147430
GSM4430618,GSM4430618_3998888084_R06C01,GSE147430
GSM4430619,GSM4430619_3998888084_R06C02,GSE147430
GSM4430621,GSM4430621_3998888082_R06C02,GSE147430
GSM4430622,GSM4430622_3998888090_R06C01,GSE147430
GSM4430623,GSM4430623_3998888090_R05C02,GSE147430
GSM4430624,GSM4430624_3998888085_R05C01,GSE147430
GSM4430627,GSM4430627_3998888007_R05C01,GSE147430
GSM4430629,GSM4430629_3998888039_R05C01,GSE147430
GSM4430632,GSM4430632_3998888030_R05C02,GSE147430
GSM4430633,GSM4430633_3998888029_R05C02,GSE147430
GSM4430634,GSM4430634_3998888029_R05C01,GSE147430
GSM4430635,GSM4430635_3998888014_R05C01,GSE147430
GSM4430636,GSM4430636_3998888014_R05C02,GSE147430
GSM4430638,GSM4430638_3998888078_R05C02,GSE147430
GSM4430639,GSM4430639_3998888001_R05C01,GSE147430
GSM4430640,GSM4430640_3998888028_R05C01,GSE147430
GSM4430641,GSM4430641_3998888028_R05C02,GSE147430
GSM4430642,GSM4430642_3998888077_R05C01,GSE147430
GSM4430643,GSM4430643_3998888077_R05C02,GSE147430
GSM4430644,GSM4430644_3998909138_R04C01,GSE147430
GSM4430645,GSM4430645_3998909138_R04C02,GSE147430
GSM4430646,GSM4430646_3998909096_R04C01,GSE147430
GSM4430647,GSM4430647_3998909096_R04C02,GSE147430
GSM4430648,GSM4430648_3998909169_R03C01,GSE147430
GSM4430649,GSM4430649_3998909169_R03C02,GSE147430
GSM4430652,GSM4430652_3998909095_R03C01,GSE147430
GSM4430654,GSM4430654_3998909186_R03C02,GSE147430
GSM4430655,GSM4430655_3998909152_R03C01,GSE147430
GSM4430657,GSM4430657_3998909153_R01C02,GSE147430
GSM4430658,GSM4430658_3998909178_R01C02,GSE147430
GSM4430659,GSM4430659_3998909160_R01C01,GSE147430
GSM4430660,GSM4430660_3998909160_R01C02,GSE147430
GSM4430661,GSM4430661_3998909165_R01C02,GSE147430
GSM4430662,GSM4430662_3998909134_R01C01,GSE147430
GSM4430663,GSM4430663_3998909134_R01C02,GSE147430
GSM4430665,GSM4430665_3998920168_R01C02,GSE147430
GSM4430668,GSM4430668_3998909142_R06C01,GSE147430
GSM4430669,GSM4430669_3998909142_R06C02,GSE147430
GSM4430670,GSM4430670_3998909045_R06C01,GSE147430
GSM4430677,GSM4430677_3998909066_R06C01,GSE147430
GSM4430678,GSM4430678_3998909066_R06C02,GSE147430
GSM4430679,GSM4430679_3998909005_R06C01,GSE147430
GSM4760498,GSM4760498_9422492124_R03C02,GSE157272
GSM4760501,GSM4760501_9422492124_R04C02,GSE157272
GSM4760502,GSM4760502_9422492128_R06C02,GSE157272
GSM4760505,GSM4760505_9422492128_R04C02,GSE157272
GSM4760506,GSM4760506_9422492124_R02C01,GSE157272
GSM4760507,GSM4760507_9422492128_R05C01,GSE157272
GSM4760543,GSM4760543_9422492118_R05C02,GSE157272
GSM4760544,GSM4760544_9422492124_R06C01,GSE157272
GSM4760545,GSM4760545_9422492124_R02C02,GSE157272
GSM3392710,GSM3392710_200069280180_R06C02,GSE120062
GSM3392711,GSM3392711_3998888106_R01C01,GSE120062
GSM3392712,GSM3392712_3998888106_R02C01,GSE120062
GSM3392713,GSM3392713_3998888106_R03C01,GSE120062
GSM3392714,GSM3392714_3998888099_R06C01,GSE120062
GSM3392715,GSM3392715_3998888099_R01C02,GSE120062
GSM3392716,GSM3392716_3998888099_R02C02,GSE120062
GSM3392717,GSM3392717_3998888099_R03C02,GSE120062
GSM3392718,GSM3392718_3998888099_R04C02,GSE120062
GSM3536868,GSM3536868_3999543054_R01C01,GSE124565
GSM3536869,GSM3536869_3999543054_R02C01,GSE124565
GSM3536870,GSM3536870_3999543054_R03C01,GSE124565
GSM3536871,GSM3536871_3999543054_R04C01,GSE124565
GSM3536872,GSM3536872_3999543054_R05C01,GSE124565
GSM3536873,GSM3536873_3999543054_R06C01,GSE124565
GSM3536874,GSM3536874_3999543054_R01C02,GSE124565
GSM3536875,GSM3536875_3999543054_R02C02,GSE124565
GSM3536876,GSM3536876_3999543054_R03C02,GSE124565
GSM3536877,GSM3536877_3999543054_R04C02,GSE124565
GSM3536878,GSM3536878_3999543054_R05C02,GSE124565
GSM3536879,GSM3536879_3999543054_R06C02,GSE124565
GSM1622768,GSM1622768_Preterm_1,GSE66459
GSM1622769,GSM1622769_Preterm_2,GSE66459
GSM1622770,GSM1622770_Preterm_3,GSE66459
GSM1622771,GSM1622771_Preterm_4,GSE66459
GSM1622772,GSM1622772_Preterm_5,GSE66459
GSM1622773,GSM1622773_Preterm_6,GSE66459
GSM1622774,GSM1622774_Preterm_7,GSE66459
GSM1622775,GSM1622775_Preterm_8,GSE66459
GSM1622776,GSM1622776_Preterm_10,GSE66459
GSM1622777,GSM1622777_Preterm_11,GSE66459
GSM1622778,GSM1622778_Preterm_12,GSE66459
GSM1622779,GSM1622779_Term_1,GSE66459
GSM1622780,GSM1622780_Term_2,GSE66459
GSM1622781,GSM1622781_Term_3,GSE66459
GSM1622782,GSM1622782_Term_5,GSE66459
GSM1622783,GSM1622783_Term_6,GSE66459
GSM1622784,GSM1622784_Term_7,GSE66459
GSM1622785,GSM1622785_Term_8,GSE66459
GSM1622786,GSM1622786_Term_9,GSE66459
GSM1622787,GSM1622787_Term_10,GSE66459
GSM1622788,GSM1622788_Term_11,GSE66459
GSM1622789,GSM1622789_Term_12,GSE66459
GSM5717511,GSM5717511_9020331071_R02C01,GSE190164
GSM5717512,GSM5717512_9020331071_R02C02,GSE190164
GSM5717513,GSM5717513_9020331071_R04C02,GSE190164
GSM5717514,GSM5717514_9003865046_R02C01,GSE190164
GSM5717515,GSM5717515_9003865046_R03C01,GSE190164
GSM5717516,GSM5717516_9003865046_R04C01,GSE190164
GSM5717517,GSM5717517_9003865046_R05C01,GSE190164
GSM5717518,GSM5717518_9003865046_R03C02,GSE190164
GSM5717519,GSM5717519_10005833031_R02C01,GSE190164
GSM5717520,GSM5717520_10005833031_R02C02,GSE190164
GSM5717521,GSM5717521_10005833031_R04C02,GSE190164
GSM5717522,GSM5717522_10005833103_R01C01,GSE190164
GSM5717523,GSM5717523_10005833103_R02C01,GSE190164
GSM5717524,GSM5717524_10005833103_R03C01,GSE190164
GSM5717525,GSM5717525_10005833103_R04C01,GSE190164
GSM5717526,GSM5717526_10005833103_R01C02,GSE190164
GSM4067481,GSM4067481_9221198158_R01C01,GSE137134
GSM4067482,GSM4067482_9221198158_R02C01,GSE137134
GSM4067483,GSM4067483_9221198158_R03C01,GSE137134
GSM4067484,GSM4067484_9221198158_R04C01,GSE137134
GSM4067485,GSM4067485_9221198158_R05C01,GSE137134
GSM4067486,GSM4067486_9221198158_R06C01,GSE137134
GSM2545489,GSM2545489_3998419003_R03C01,GSE96879
GSM2545491,GSM2545491_3998419003_R04C01,GSE96879
GSM2545501,GSM2545501_3998419047_R03C02,GSE96879
GSM2545502,GSM2545502_3998419047_R04C02,GSE96879
GSM2545505,GSM2545505_3998419047_R06C02,GSE96879
GSM2545506,GSM2545506_3998419045_R01C01,GSE96879
GSM2545507,GSM2545507_3998419045_R02C01,GSE96879
GSM2545511,GSM2545511_200491250013_R04C02,GSE96879
GSM2545512,GSM2545512_3998419045_R05C01,GSE96879
GSM2545514,GSM2545514_3998419054_R03C01,GSE96879
GSM2545521,GSM2545521_3998419077_R01C02,GSE96879
GSM2545522,GSM2545522_3998419077_R02C02,GSE96879
GSM2545526,GSM2545526_200491250001_R02C01,GSE96879
GSM2545527,GSM2545527_200491250001_R03C01,GSE96879
GSM2545528,GSM2545528_3998419077_R04C02,GSE96879
GSM2545529,GSM2545529_200491250001_R01C02,GSE96879
GSM2545530,GSM2545530_200491250001_R02C02,GSE96879
GSM2545534,GSM2545534_3998419077_R02C01,GSE96879
GSM2545535,GSM2545535_200491250001_R05C01,GSE96879
GSM2545536,GSM2545536_200491250001_R06C01,GSE96879
GSM2545537,GSM2545537_3998419077_R03C01,GSE96879
GSM2545538,GSM2545538_3998419077_R04C01,GSE96879
GSM2545541,GSM2545541_3998419076_R01C01,GSE96879
GSM2545542,GSM2545542_3998419076_R02C01,GSE96879
GSM2545543,GSM2545543_200491250001_R04C02,GSE96879
GSM2545544,GSM2545544_3998419076_R03C01,GSE96879
GSM2545546,GSM2545546_200491250001_R05C02,GSE96879
GSM2545547,GSM2545547_3998419076_R05C01,GSE96879
GSM2545548,GSM2545548_3998419076_R06C01,GSE96879
GSM2545550,GSM2545550_3998419048_R01C01,GSE96879
GSM2545569,GSM2545569_3998419048_R04C01,GSE96879
GSM2545574,GSM2545574_3998419048_R05C01,GSE96879
GSM2545576,GSM2545576_3998419048_R06C01,GSE96879
GSM937263,GSM937263_7676960077_R03C02,GSE38240
GSM937265,GSM937265_7676960077_R04C02,GSE38240
GSM937267,GSM937267_7676960077_R05C02,GSE38240
GSM937269,GSM937269_7676960077_R06C02,GSE38240
GSM2589158,GSM2589158_7507875069_R04C01,GSE98203
GSM2589159,GSM2589159_7786915003_R02C01,GSE98203
GSM2589160,GSM2589160_7786915003_R03C01,GSE98203
GSM2589162,GSM2589162_7507875069_R02C02,GSE98203
GSM2589163,GSM2589163_7786915003_R04C01,GSE98203
GSM2589164,GSM2589164_7507875069_R04C02,GSE98203
GSM2589168,GSM2589168_6229068023_R02C01,GSE98203
GSM2589175,GSM2589175_7507875069_R03C01,GSE98203
GSM2589181,GSM2589181_6229041055_R03C01,GSE98203
GSM2589185,GSM2589185_6229041055_R01C02,GSE98203
GSM2589189,GSM2589189_6229041055_R05C02,GSE98203
GSM2589191,GSM2589191_6190781080_R01C01,GSE98203
GSM2589194,GSM2589194_7786915003_R06C02,GSE98203
GSM2589200,GSM2589200_7786915111_R03C01,GSE98203
GSM2589204,GSM2589204_6190781066_R02C01,GSE98203
GSM2589206,GSM2589206_6190781066_R04C01,GSE98203
GSM2589213,GSM2589213_6190781066_R05C02,GSE98203
GSM2589218,GSM2589218_6229068015_R04C01,GSE98203
GSM2589219,GSM2589219_7786915111_R01C02,GSE98203
GSM2589221,GSM2589221_6229068015_R01C02,GSE98203
GSM2589223,GSM2589223_7786915111_R04C02,GSE98203
GSM2589224,GSM2589224_6229068015_R04C02,GSE98203
GSM2589225,GSM2589225_7786915111_R05C02,GSE98203
GSM2589227,GSM2589227_6190781063_R01C01,GSE98203
GSM2589230,GSM2589230_6190781063_R04C01,GSE98203
GSM2589236,GSM2589236_6190781063_R04C02,GSE98203
GSM2589237,GSM2589237_6190781063_R05C02,GSE98203
GSM2589238,GSM2589238_6190781063_R06C02,GSE98203
GSM2589239,GSM2589239_6190781062_R01C01,GSE98203
GSM3336750,GSM3336750_3999840113_R01C01,GSE118696
GSM3336758,GSM3336758_3999840113_R03C02,GSE118696
GSM3336766,GSM3336766_3999840096_R05C01,GSE118696
GSM3336773,GSM3336773_3999840096_R06C02,GSE118696
GSM1897628,GSM1897628_9630789237_R04C02,GSE73549
GSM1897638,GSM1897638_9422492054_R06C01,GSE73549
GSM1897665,GSM1897665_9422492061_R06C02,GSE73549
GSM1897672,GSM1897672_9422492061_R03C01,GSE73549
GSM1897682,GSM1897682_9630789249_R03C02,GSE73549
GSM1897693,GSM1897693_9422492061_R06C01,GSE73549
GSM2943068,GSM2943068_8942334072_R02C01,GSE109446
GSM2943070,GSM2943070_8942334072_R04C01,GSE109446
GSM2943072,GSM2943072_8942334072_R06C01,GSE109446
GSM2943074,GSM2943074_8942334072_R02C02,GSE109446
GSM2943076,GSM2943076_8942334072_R04C02,GSE109446
GSM2943078,GSM2943078_8942334072_R06C02,GSE109446
GSM2943080,GSM2943080_8942334135_R02C01,GSE109446
GSM2943082,GSM2943082_8942334135_R04C01,GSE109446
GSM2943084,GSM2943084_8942334135_R06C01,GSE109446
GSM2943086,GSM2943086_8942334135_R02C02,GSE109446
GSM2943088,GSM2943088_8942334135_R04C02,GSE109446
GSM2943090,GSM2943090_8942334135_R06C02,GSE109446
GSM2943092,GSM2943092_9426021164_R01C02,GSE109446
GSM2943094,GSM2943094_9426021164_R02C02,GSE109446
GSM2943096,GSM2943096_9426021164_R03C02,GSE109446
GSM2943098,GSM2943098_9426021164_R04C02,GSE109446
GSM2943100,GSM2943100_9426021164_R05C02,GSE109446
GSM2943102,GSM2943102_9426021164_R06C02,GSE109446
GSM2943104,GSM2943104_9426021021_R01C02,GSE109446
GSM2943106,GSM2943106_9426021021_R02C02,GSE109446
GSM2943108,GSM2943108_9426021021_R03C02,GSE109446
GSM2943110,GSM2943110_9426021021_R04C02,GSE109446
GSM2943112,GSM2943112_9426021021_R05C02,GSE109446
GSM2943114,GSM2943114_9426021021_R06C02,GSE109446
GSM2943116,GSM2943116_9426021194_R01C02,GSE109446
GSM2943118,GSM2943118_9426021194_R02C02,GSE109446
GSM2943120,GSM2943120_9426021194_R03C02,GSE109446
GSM2943122,GSM2943122_9426020129_R02C02,GSE109446
GSM2943124,GSM2943124_9426020129_R06C02,GSE109446
GSM2349435,GSM2349435_8942351141_R01C01,GSE88824
GSM2349436,GSM2349436_8942351141_R02C01,GSE88824
GSM2349437,GSM2349437_8942351141_R03C01,GSE88824
GSM2349438,GSM2349438_8942351141_R04C01,GSE88824
GSM2349439,GSM2349439_8942351141_R05C01,GSE88824
GSM2349440,GSM2349440_8942351141_R06C01,GSE88824
GSM2349444,GSM2349444_8942351141_R04C02,GSE88824
GSM2349445,GSM2349445_8942351141_R05C02,GSE88824
GSM2349446,GSM2349446_8942351141_R06C02,GSE88824
GSM2349447,GSM2349447_8942351172_R01C01,GSE88824
GSM2349448,GSM2349448_8942351172_R02C01,GSE88824
GSM2349450,GSM2349450_8942351172_R04C01,GSE88824
GSM2349453,GSM2349453_8942351172_R01C02,GSE88824
GSM2349454,GSM2349454_8942351172_R02C02,GSE88824
GSM2349455,GSM2349455_8942351172_R03C02,GSE88824
GSM2349456,GSM2349456_8942351172_R04C02,GSE88824
GSM2349457,GSM2349457_8942351172_R05C02,GSE88824
GSM2349459,GSM2349459_8942351227_R01C01,GSE88824
GSM2349462,GSM2349462_8942351227_R04C01,GSE88824
GSM2349463,GSM2349463_8942351227_R05C01,GSE88824
GSM2349464,GSM2349464_8942351227_R06C01,GSE88824
GSM2349467,GSM2349467_8942351227_R03C02,GSE88824
GSM2349468,GSM2349468_8942351227_R04C02,GSE88824
GSM2349471,GSM2349471_8942351142_R01C01,GSE88824
GSM2349472,GSM2349472_8942351142_R02C01,GSE88824
GSM2349473,GSM2349473_8942351142_R03C01,GSE88824
GSM2349474,GSM2349474_8942351142_R04C01,GSE88824
GSM2349475,GSM2349475_8942351142_R05C01,GSE88824
GSM2349476,GSM2349476_8942351142_R06C01,GSE88824
GSM2349477,GSM2349477_8942351142_R01C02,GSE88824
GSM2349479,GSM2349479_8942351142_R04C02,GSE88824
GSM2349480,GSM2349480_8942351142_R05C02,GSE88824
GSM2349481,GSM2349481_8942351142_R06C02,GSE88824
GSM2349482,GSM2349482_8942351185_R01C01,GSE88824
GSM2349483,GSM2349483_8942351185_R02C01,GSE88824
GSM2349484,GSM2349484_8942351185_R03C01,GSE88824
GSM2349485,GSM2349485_8942351185_R04C01,GSE88824
GSM2349488,GSM2349488_8942351185_R01C02,GSE88824
GSM2349489,GSM2349489_8942351185_R02C02,GSE88824
GSM2349490,GSM2349490_8942351185_R03C02,GSE88824
GSM2349491,GSM2349491_8942351185_R04C02,GSE88824
GSM2349492,GSM2349492_8942351185_R05C02,GSE88824
GSM2349493,GSM2349493_8942351185_R06C02,GSE88824
GSM2349494,GSM2349494_8942351223_R01C01,GSE88824
GSM2349497,GSM2349497_8942351223_R04C01,GSE88824
GSM2349498,GSM2349498_8942351223_R05C01,GSE88824
GSM2349499,GSM2349499_8942351223_R06C01,GSE88824
GSM2349500,GSM2349500_8942351223_R01C02,GSE88824
GSM2349501,GSM2349501_8942351223_R02C02,GSE88824
GSM2349502,GSM2349502_8942351223_R03C02,GSE88824
GSM2349503,GSM2349503_8942351223_R04C02,GSE88824
GSM4137709,GSM4137709_10005833070_R01C01,GSE139307
GSM4137710,GSM4137710_10005833070_R05C02,GSE139307
GSM4137711,GSM4137711_10005833070_R06C02,GSE139307
GSM4137712,GSM4137712_10005833100_R02C02,GSE139307
GSM4137713,GSM4137713_10005833100_R04C01,GSE139307
GSM4137714,GSM4137714_10005833100_R06C01,GSE139307
GSM4137715,GSM4137715_10005833105_R01C01,GSE139307
GSM4137716,GSM4137716_10005833105_R01C02,GSE139307
GSM4137717,GSM4137717_10005833105_R03C01,GSE139307
GSM4137718,GSM4137718_10005833105_R05C02,GSE139307
GSM4137719,GSM4137719_10005833105_R06C01,GSE139307
GSM4137720,GSM4137720_10005833105_R06C02,GSE139307
GSM4137721,GSM4137721_10005833108_R02C01,GSE139307
GSM4137722,GSM4137722_10005833108_R04C02,GSE139307
GSM4137723,GSM4137723_10006044012_R01C01,GSE139307
GSM4137724,GSM4137724_10006044012_R03C01,GSE139307
GSM4137725,GSM4137725_10006044012_R04C01,GSE139307
GSM4137726,GSM4137726_10006044012_R06C01,GSE139307
GSM4137727,GSM4137727_10006044012_R06C02,GSE139307
GSM4137728,GSM4137728_10006044026_R01C02,GSE139307
GSM4137729,GSM4137729_10006044026_R02C02,GSE139307
GSM4137730,GSM4137730_10006044026_R04C02,GSE139307
GSM4137731,GSM4137731_10006044100_R01C02,GSE139307
GSM4137732,GSM4137732_10006044100_R02C01,GSE139307
GSM4137733,GSM4137733_10006044100_R02C02,GSE139307
GSM4137734,GSM4137734_10006044100_R03C01,GSE139307
GSM4137735,GSM4137735_10006044100_R06C01,GSE139307
GSM4137736,GSM4137736_10006044109_R02C01,GSE139307
GSM4137737,GSM4137737_10006044109_R04C01,GSE139307
GSM4137738,GSM4137738_10006044109_R05C02,GSE139307
GSM4137739,GSM4137739_10006044109_R06C02,GSE139307
GSM4137740,GSM4137740_10006044136_R06C02,GSE139307
GSM4137741,GSM4137741_10006044154_R01C02,GSE139307
GSM4137742,GSM4137742_10006044154_R02C01,GSE139307
GSM4137743,GSM4137743_10006044154_R03C01,GSE139307
GSM4137744,GSM4137744_10006044154_R05C01,GSE139307
GSM4137745,GSM4137745_10006044154_R05C02,GSE139307
GSM2586403,GSM2586403_101032560005_R01C01,GSE98056
GSM2586404,GSM2586404_101032560005_R02C01,GSE98056
GSM2586405,GSM2586405_101032560005_R03C01,GSE98056
GSM2586406,GSM2586406_101032560005_R04C01,GSE98056
GSM2586407,GSM2586407_101032560005_R05C01,GSE98056
GSM2586408,GSM2586408_101032560005_R06C01,GSE98056
GSM2586409,GSM2586409_101032560006_R01C01,GSE98056
GSM2586410,GSM2586410_101032560006_R02C01,GSE98056
GSM2586411,GSM2586411_101032560006_R03C01,GSE98056
GSM2586412,GSM2586412_101032560006_R04C01,GSE98056
GSM2586413,GSM2586413_101032560006_R05C01,GSE98056
GSM2586414,GSM2586414_101032560006_R06C01,GSE98056
GSM2586415,GSM2586415_101032560023_R01C01,GSE98056
GSM2586416,GSM2586416_101032560023_R02C01,GSE98056
GSM2586417,GSM2586417_101032560023_R03C01,GSE98056
GSM2586418,GSM2586418_101032560023_R04C01,GSE98056
GSM2586419,GSM2586419_101032560023_R05C01,GSE98056
GSM2586420,GSM2586420_101032560023_R06C01,GSE98056
GSM2586421,GSM2586421_101032560036_R01C01,GSE98056
GSM2586422,GSM2586422_101032560036_R02C01,GSE98056
GSM2586423,GSM2586423_101032560036_R03C01,GSE98056
GSM2586424,GSM2586424_101032560036_R05C01,GSE98056
GSM2586425,GSM2586425_101032560036_R06C01,GSE98056
GSM2586431,GSM2586431_101032560038_R06C01,GSE98056
GSM2586437,GSM2586437_101130760161_R06C01,GSE98056
GSM2829335,GSM2829335_3998888172_R01C01,GSE106089
GSM2829336,GSM2829336_3998888172_R02C01,GSE106089
GSM2829337,GSM2829337_3998888172_R03C01,GSE106089
GSM2829338,GSM2829338_3998888172_R04C01,GSE106089
GSM2829339,GSM2829339_3998888172_R05C01,GSE106089
GSM2829340,GSM2829340_3998888172_R06C01,GSE106089
GSM2829341,GSM2829341_3998888172_R01C02,GSE106089
GSM2829342,GSM2829342_3998888172_R02C02,GSE106089
GSM2829343,GSM2829343_3998888172_R03C02,GSE106089
GSM2829344,GSM2829344_3998888172_R04C02,GSE106089
GSM2829345,GSM2829345_3998888172_R05C02,GSE106089
GSM2829346,GSM2829346_3998888172_R06C02,GSE106089
GSM2829347,GSM2829347_3998888104_R01C01,GSE106089
GSM2829348,GSM2829348_3998888104_R02C01,GSE106089
GSM2829349,GSM2829349_3998888104_R03C01,GSE106089
GSM2829350,GSM2829350_3998888104_R04C01,GSE106089
GSM2829351,GSM2829351_3998888104_R05C01,GSE106089
GSM2829352,GSM2829352_3998888104_R06C01,GSE106089
GSM2829353,GSM2829353_3998888104_R01C02,GSE106089
GSM2829354,GSM2829354_3998888104_R02C02,GSE106089
GSM2829355,GSM2829355_3998888104_R03C02,GSE106089
GSM2829356,GSM2829356_3998888104_R04C02,GSE106089
GSM2829357,GSM2829357_3998888104_R05C02,GSE106089
GSM2829358,GSM2829358_3998888104_R06C02,GSE106089
GSM2829359,GSM2829359_3998888115_R01C01,GSE106089
GSM2829360,GSM2829360_3998888115_R02C01,GSE106089
GSM2829361,GSM2829361_3998888115_R03C01,GSE106089
GSM2829362,GSM2829362_3998888115_R04C01,GSE106089
GSM2829363,GSM2829363_3998888115_R05C01,GSE106089
GSM2829364,GSM2829364_3998888115_R06C01,GSE106089
GSM2829365,GSM2829365_3998888115_R01C02,GSE106089
GSM2829366,GSM2829366_3998888115_R02C02,GSE106089
GSM2829367,GSM2829367_3998888115_R03C02,GSE106089
GSM2829368,GSM2829368_3998888115_R04C02,GSE106089
GSM2829369,GSM2829369_3998888115_R05C02,GSE106089
GSM2829370,GSM2829370_3998888115_R06C02,GSE106089
GSM2829371,GSM2829371_100973270096_R01C01,GSE106089
GSM2829372,GSM2829372_100973270096_R02C01,GSE106089
GSM2829373,GSM2829373_100973270096_R03C01,GSE106089
GSM2829374,GSM2829374_100973270096_R04C01,GSE106089
GSM2829375,GSM2829375_100973270096_R05C01,GSE106089
GSM2829376,GSM2829376_100973270096_R06C01,GSE106089
GSM2829377,GSM2829377_100973270096_R01C02,GSE106089
GSM2829378,GSM2829378_100973270096_R02C02,GSE106089
GSM2829379,GSM2829379_100973270096_R03C02,GSE106089
GSM2829380,GSM2829380_100973270096_R04C02,GSE106089
GSM2829381,GSM2829381_100973270096_R05C02,GSE106089
GSM2829382,GSM2829382_100973270096_R06C02,GSE106089
GSM2829383,GSM2829383_100973270158_R01C01,GSE106089
GSM2829384,GSM2829384_100973270158_R02C01,GSE106089
GSM2829385,GSM2829385_100973270158_R03C01,GSE106089
GSM2829386,GSM2829386_100973270158_R04C01,GSE106089
GSM2829387,GSM2829387_100973270158_R05C01,GSE106089
GSM2829388,GSM2829388_100973270158_R06C01,GSE106089
GSM2829389,GSM2829389_100973270158_R01C02,GSE106089
GSM2829390,GSM2829390_100973270158_R02C02,GSE106089
GSM2829391,GSM2829391_100973270158_R03C02,GSE106089
GSM2829392,GSM2829392_100973270158_R04C02,GSE106089
GSM2829393,GSM2829393_100973270158_R05C02,GSE106089
GSM2829394,GSM2829394_100973270158_R06C02,GSE106089
GSM2829395,GSM2829395_100973270168_R04C01,GSE106089
GSM2829396,GSM2829396_100973270103_R04C01,GSE106089
GSM2829397,GSM2829397_100973270103_R03C02,GSE106089
GSM2829398,GSM2829398_100973270103_R01C01,GSE106089
GSM2829399,GSM2829399_100973270168_R01C02,GSE106089
GSM2829400,GSM2829400_100973270168_R03C01,GSE106089
GSM2829401,GSM2829401_100973270103_R05C01,GSE106089
GSM2829402,GSM2829402_100973270103_R04C02,GSE106089
GSM2829403,GSM2829403_100973270168_R02C02,GSE106089
GSM2829404,GSM2829404_100973270168_R02C01,GSE106089
GSM2829405,GSM2829405_100973270168_R01C01,GSE106089
GSM2829406,GSM2829406_100973270103_R06C01,GSE106089
GSM2829407,GSM2829407_100973270168_R06C01,GSE106089
GSM2829408,GSM2829408_100973270168_R04C02,GSE106089
GSM2829409,GSM2829409_100973270103_R01C02,GSE106089
GSM2829410,GSM2829410_100973270168_R05C01,GSE106089
GSM2829411,GSM2829411_100973270168_R03C02,GSE106089
GSM2829412,GSM2829412_100973270103_R03C01,GSE106089
GSM2829413,GSM2829413_100973270103_R02C01,GSE106089
GSM2829414,GSM2829414_100973270168_R06C02,GSE106089
GSM2829415,GSM2829415_100973270168_R05C02,GSE106089
GSM2829416,GSM2829416_100973270103_R06C02,GSE106089
GSM2829417,GSM2829417_100973270103_R05C02,GSE106089
GSM2829418,GSM2829418_100973270103_R02C02,GSE106089
GSM4635994,GSM4635994_3998888075_R01C01,GSE153219
GSM4635995,GSM4635995_3998888075_R02C01,GSE153219
GSM4635996,GSM4635996_3998888075_R03C01,GSE153219
GSM4635997,GSM4635997_3998888075_R04C01,GSE153219
GSM4635998,GSM4635998_3998888075_R05C01,GSE153219
GSM4635999,GSM4635999_3998888075_R06C01,GSE153219
GSM4636000,GSM4636000_3998888075_R01C02,GSE153219
GSM4636001,GSM4636001_3998888075_R02C02,GSE153219
GSM4636002,GSM4636002_3998888075_R03C02,GSE153219
GSM4636003,GSM4636003_3998888075_R04C02,GSE153219
GSM4636004,GSM4636004_3998888075_R05C02,GSE153219
GSM4636007,GSM4636007_3998888112_R03C01,GSE153219
GSM4636008,GSM4636008_3998888112_R04C01,GSE153219
GSM4636010,GSM4636010_3998888112_R06C01,GSE153219
GSM4636015,GSM4636015_3998888112_R06C02,GSE153219
GSM4636016,GSM4636016_3998888009_R01C01,GSE153219
GSM4636017,GSM4636017_3998888009_R02C01,GSE153219
GSM4636019,GSM4636019_3998888009_R04C01,GSE153219
GSM4636020,GSM4636020_3998888009_R05C01,GSE153219
GSM4636021,GSM4636021_3998888009_R06C01,GSE153219
GSM4636023,GSM4636023_3998888009_R02C02,GSE153219
GSM4636024,GSM4636024_3998888009_R03C02,GSE153219
GSM4636025,GSM4636025_3998888009_R04C02,GSE153219
GSM4636030,GSM4636030_3998888032_R01C02,GSE153219
GSM4636032,GSM4636032_3998888032_R03C02,GSE153219
GSM4636033,GSM4636033_3998888032_R04C02,GSE153219
GSM1498781,GSM1498781_5831559011_R02C01,GSE61160
GSM1498782,GSM1498782_5831559011_R05C02,GSE61160
