Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,source_name,GEO_Accession (exp),Tissue,disease_state,Cell_type,Cell_Line,gender,AGE,SAMPLE_TYPE,sex,tissue_type,cohort,Treatment,Library Name,Biomaterial_provider,N,T,Group,Genotype,Replicate,etype,gtype,m,mtypehe,BioSampleModel,Isolate,gestational_age,instrument_model (run),karyotype,Passage,cancer_type,hepatic_zone,isolation,clustered_group,dmfd_class,tissues,Subject_ID,lineage,mother/newborn,sgRNA,Individual,library_prep_kit,Sample_Name,Developmental_Stage,disease,molecule_subtype,obese_status,body_type,Participant,subject_status,training_status,method,age_at_skin_biopsy,disease_status,disease_subtype,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),genotype/variation,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,Time_point,tumorgenecity,Alias,Broker_name,ENA_checklist,organism,progenitor_cell_type,nact,recist,Storage_time,tissue_subtype,Condition,gestational_stage,Passages,BIOMATERIAL_TYPE,collection_method,donor_age,DONOR_ETHNICITY,DONOR_HEALTH_STATUS,donor_id,donor_sex,EXPERIMENT_TYPE (exp),EXTRACTION_PROTOCOL (exp),Molecule,sample_term_id,TISSUE_DEPOT,ipsc_clone_number,transduced_with,disease_stage,health_state,reprogramming_stage,5-azacytidine_status,facs_isolation_characteristic,gestation,Lane,protocol,rounds_of_in_vivo_selection,run,sample_input,cell_types,develpment_stage,digestion,medium,surface_antigen_enrichment,tissue_location,twin_pair,cell_status,Strain,transfected_with,infection_state,Experiment,PASSAGE_IF_EXPANDED,Stage,status,common_name,ENA-FIRST-PUBLIC,ENA_last_update,experiment_type,External_Id,FLT3-ITD_Status
SRR8234186,Bisulfite-Seq,157,159622359,PRJNA506388,SAMN10458878,127996192,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052642,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485553,SRP170035,Breast,GSM3485553,Breast Cancer,,,,,NA,Cell line,,,,,,,NA,NA,,,,CL,CL,NA,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234188,Bisulfite-Seq,101,61596705,PRJNA506388,SAMN10458876,51321340,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052644,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485555,SRP170035,Breast,GSM3485555,Breast Cancer,,,,,NA,Cell line,,,,,,,NA,NA,,,,CL,CL,NA,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234191,Bisulfite-Seq,129,153099938,PRJNA506388,SAMN10458936,120520371,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052529,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485558,SRP170035,Breast,GSM3485558,Breast Cancer,,,,,NA,Tissue,,,,,,,1,2,,,,TN,NA,0,modHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234193,Bisulfite-Seq,106,98599673,PRJNA506388,SAMN10458934,81648688,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052531,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485560,SRP170035,Breast,GSM3485560,Breast Cancer,,,,,68,Tissue,,,,,,,1,2,,,,HER2,duct,0,modHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234197,Bisulfite-Seq,95,66407067,PRJNA506388,SAMN10458930,56070794,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052535,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485564,SRP170035,Breast,GSM3485564,Breast Cancer,,,,,54,Tissue,,,,,,,0,2,,,,HER2,meta,0,hiHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234198,Bisulfite-Seq,99,49308219,PRJNA506388,SAMN10458929,40412595,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052536,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485565,SRP170035,Breast,GSM3485565,Breast Cancer,,,,,41,Tissue,,,,,,,2,3,,,,HER2,duct,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234199,Bisulfite-Seq,117,152248232,PRJNA506388,SAMN10458928,122855768,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052537,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485566,SRP170035,Breast,GSM3485566,Breast Cancer,,,,,67,Tissue,,,,,,,1,2,,,,HER2,duct,0,hiHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234200,Bisulfite-Seq,122,190389629,PRJNA506388,SAMN10458927,153240905,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052538,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485567,SRP170035,Breast,GSM3485567,Breast Cancer,,,,,38,Tissue,,,,,,,1,2,,,,HER2,duct,0,hiHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234201,Bisulfite-Seq,115,63951617,PRJNA506388,SAMN10458926,52662042,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052539,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485568,SRP170035,Breast,GSM3485568,Breast Cancer,,,,,48,Tissue,,,,,,,0,2,,,,TN,duct,0,hiHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234202,Bisulfite-Seq,97,39124344,PRJNA506388,SAMN10458925,32361469,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052540,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485569,SRP170035,Breast,GSM3485569,Breast Cancer,,,,,52,Tissue,,,,,,,0,2,,,,LumB,duct,0,hiLumAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234203,Bisulfite-Seq,110,63405326,PRJNA506388,SAMN10458924,51988218,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052541,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485570,SRP170035,Breast,GSM3485570,Breast Cancer,,,,,63,Tissue,,,,,,,0,3,,,,LumB,lobul,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234205,Bisulfite-Seq,110,143077493,PRJNA506388,SAMN10458922,117049985,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052543,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485572,SRP170035,Breast,GSM3485572,Breast Cancer,,,,,33,Tissue,,,,,,,0,3,,,,TN,duct,0,modHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234207,Bisulfite-Seq,118,71930712,PRJNA506388,SAMN10458920,55651196,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052545,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485574,SRP170035,Breast,GSM3485574,Breast Cancer,,,,,50,Tissue,,,,,,,0,2,,,,LumB,duct,0,hiLumAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234209,Bisulfite-Seq,121,90794069,PRJNA506388,SAMN10458918,70151225,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052547,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485576,SRP170035,Breast,GSM3485576,Breast Cancer,,,,,60,Tissue,,,,,,,0,2,,,,LumA,duct,0,hiLumAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234213,Bisulfite-Seq,126,99174970,PRJNA506388,SAMN10458914,81244786,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052551,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485580,SRP170035,Breast,GSM3485580,Breast Cancer,,,,,57,Tissue,,,,,,,1,2,,,,LumB,duct,0,modLumB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234217,Bisulfite-Seq,112,70884399,PRJNA506388,SAMN10458871,58691168,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052555,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485584,SRP170035,Breast,GSM3485584,Breast Cancer,,,,,77,Tissue,,,,,,,0,4,,,,LumA,lobul,0,hiHET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234219,Bisulfite-Seq,117,99037416,PRJNA506388,SAMN10458869,79323912,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052557,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485586,SRP170035,Breast,GSM3485586,Breast Cancer,,,,,37,Tissue,,,,,,,0,2,,,,LumB,duct,0,hiHET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234226,Bisulfite-Seq,105,43455359,PRJNA506388,SAMN10458862,36287973,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052564,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485593,SRP170035,Breast,GSM3485593,Breast Cancer,,,,,66,Tissue,,,,,,,1,2,,,,LumB,duct,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234249,Bisulfite-Seq,118,59823920,PRJNA506388,SAMN10458910,47279257,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052587,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485616,SRP170035,Breast,GSM3485616,Breast Cancer,,,,,63,Tissue,,,,,,,0,2,,,,LumB,duct,0,hiLumAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234254,Bisulfite-Seq,112,107286319,PRJNA506388,SAMN10458905,85986128,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052592,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485621,SRP170035,Breast,GSM3485621,Breast Cancer,,,,,74,Tissue,,,,,,,0,1,,,,NA,muc,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234256,Bisulfite-Seq,122,86946502,PRJNA506388,SAMN10458903,68760956,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052594,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485623,SRP170035,Breast,GSM3485623,Breast Cancer,,,,,NA,Cell line,,,,,,,NA,NA,,,,CL,CL,NA,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234259,Bisulfite-Seq,112,77654121,PRJNA506388,SAMN10458900,62927824,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052597,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485626,SRP170035,Breast,GSM3485626,Breast Cancer,,,,,58,Tissue,,,,,,,0,2,,,,LumB,mix,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234262,Bisulfite-Seq,117,76295213,PRJNA506388,SAMN10458897,60021809,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052600,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485629,SRP170035,Breast,GSM3485629,Breast Cancer,,,,,46,Tissue,,,,,,,1,2,,,,HER2,duct,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234264,Bisulfite-Seq,101,46568225,PRJNA506388,SAMN10458895,36832078,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052602,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485631,SRP170035,Breast,GSM3485631,Breast Cancer,,,,,54,Tissue,,,,,,,1,2,,,,HER2,duct,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8234268,Bisulfite-Seq,109,57409263,PRJNA506388,SAMN10458891,45291924,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5052606,Ion Torrent PGM,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ION_TORRENT,2018-11-25T00:00:00Z,GSM3485635,SRP170035,Breast,GSM3485635,Normal Breast,,,,,NA,Tissue,,,,,,,NA,NA,,,,NORM,NORM,NA,NORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033249,Bisulfite-Seq,51,4877346750,PRJNA375214,SAMN07638849,3782773452,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183057,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782677,SRP100105,human DLBCL primary case,GSM2782677,ABC-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033255,Bisulfite-Seq,51,4775731290,PRJNA375214,SAMN07638880,3699822229,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183063,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782683,SRP100105,human DLBCL primary case,GSM2782683,GCB-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033257,Bisulfite-Seq,51,4549517373,PRJNA375214,SAMN07638878,3274947445,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183065,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782685,SRP100105,human DLBCL primary case,GSM2782685,GCB-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033261,Bisulfite-Seq,51,4863726231,PRJNA375214,SAMN07638874,3765461492,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183069,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782689,SRP100105,human DLBCL primary case,GSM2782689,GCB-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033262,Bisulfite-Seq,51,5008221318,PRJNA375214,SAMN07638873,3632215882,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183070,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782690,SRP100105,human DLBCL primary case,GSM2782690,GCB-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033263,Bisulfite-Seq,51,5338605387,PRJNA375214,SAMN07638872,3846098071,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183071,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782691,SRP100105,human DLBCL primary case,GSM2782691,GCB-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033265,Bisulfite-Seq,51,5004254385,PRJNA375214,SAMN07638870,3642792932,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183073,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782693,SRP100105,human DLBCL primary case,GSM2782693,GCB-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033267,Bisulfite-Seq,51,5117034255,PRJNA375214,SAMN07638868,3959629464,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183075,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782695,SRP100105,human DLBCL primary case,GSM2782695,ABC-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033268,Bisulfite-Seq,51,4844441397,PRJNA375214,SAMN07638867,3768758246,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183076,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782696,SRP100105,human DLBCL primary case,GSM2782696,ABC-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033270,Bisulfite-Seq,51,4342443960,PRJNA375214,SAMN07638865,3118800501,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183078,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782698,SRP100105,human DLBCL primary case,GSM2782698,ABC-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033272,Bisulfite-Seq,51,4837774575,PRJNA375214,SAMN07638863,3529308210,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183080,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782700,SRP100105,human DLBCL primary case,GSM2782700,ABC-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033274,Bisulfite-Seq,51,4777819485,PRJNA375214,SAMN07638861,3473642486,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183082,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782702,SRP100105,human DLBCL primary case,GSM2782702,ABC-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6033275,Bisulfite-Seq,51,4723462053,PRJNA375214,SAMN07638860,3578713317,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3183083,Illumina HiSeq 2000,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2018-01-23T00:00:00Z,GSM2782703,SRP100105,human DLBCL primary case,GSM2782703,GCB-DLBCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5963528,Bisulfite-Seq,200,57800,PRJNA315379,SAMN04557513,107405,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1635022,Illumina HiSeq 2500,SINGLE,Reduced Representation,GENOMIC,Homo sapiens,ILLUMINA,2017-08-23T00:00:00Z,GSM2090509,SRP071841,plasma,GSM2090509,,colorectal cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
